Date,Daily temperature,Daily specific humidity,Daily wind velocity,Daily AQI,Travel index,mu,alpha,R0
2020-04-05,316.3988863211477,0.0028226033567151664,3.2826614521271487,69,2.7821,0.02527621886902096,0.004425540916880198,0.1750871417838619
2020-04-06,322.8523972503209,0.003674878963321011,2.4075244187050107,86,2.9076,0.03535967210643103,0.002986652910323917,0.08446494926011264
2020-04-07,317.80841566067994,0.0022436936892803287,4.138469740297638,77,4.2583,0.04106065373240636,0.0015267591716479779,0.037183021527078405
2020-04-08,314.8406795541402,0.002287423168227291,3.3396983052167712,55,4.2614,0.042716721564944785,0.003328610169604442,0.07792288470789496
2020-04-09,312.77318849703056,0.0027126514369461108,2.647538284108984,49,4.1769,0.041375493056704786,0.001801850997956464,0.043548749871984385
2020-04-10,315.303313223683,0.002630775219490433,2.3051157690576556,70,3.2515,0.036779414625332234,0.001801850997956464,0.04899074703367952
2020-04-11,320.383123363248,0.0017383939428140766,4.944629269519858,51,3.0562,0.04259171466088147,0.001801850997956464,0.042305199785989865
2020-04-12,322.89605670004534,0.0016152050342506635,4.987651375107704,54,2.9116,0.04247159454076135,0.002222283000671674,0.05232398323399132
2020-04-13,325.30203942996224,0.002144573983187326,3.0859159936469283,59,4.3736,0.05151660474593913,0.00911902366783494,0.1770113483372322
2020-04-14,326.69659208579066,0.003742493506887677,3.876544722308596,104,4.3747,0.0563468295187751,0.00911902366783494,0.1618373872268435
2020-04-15,324.49465293137797,0.005333567238349973,3.6550297655927717,95,4.4239,0.04191383982805345,0.00911902366783494,0.21756593300076188
2020-04-16,319.18739736377705,0.004551922140508586,4.510724059336961,63,4.3623,0.035656529886532985,0.006896740667163266,0.19342153286116814
2020-10-21,316.13583092778345,0.0022723884757469416,5.503994551556073,98,6.3202,0.1,0.2000087020873819,2.000087020873819
2020-10-22,314.36618735657913,0.0018156027891657726,4.964228773587132,53,6.3373,0.1,0.4000174227499322,4.000174227499322
2020-10-23,315.7648115583107,0.002416673781573143,3.7215928932034408,38,6.5175,0.1,0.4000174227499322,4.000174227499322
2020-10-24,319.633479084969,0.003250911858688711,3.2047030492025064,59,5.198,0.1,0.4666869993999779,4.666869993999778
2020-10-28,318.4916119785534,0.002046653489862945,2.5314103870299927,55,6.3975,0.04,0.050002184809430986,1.2500546202357747
2020-10-29,318.69814480848413,0.003046866870091355,2.2502735183537457,73,6.3985,0.04,0.050002184809430986,1.2500546202357747
2020-10-30,318.37342998820685,0.003973138006007384,3.343716608753592,72,6.5991,0.04,0.050002184809430986,1.2500546202357747
2020-11-09,315.9058944886137,0.00211175643090025,3.2359009612502017,60,6.9302,0.04444444444444444,0.057145364682308526,1.2857707053519418
2020-11-10,317.1402334192828,0.002796201970282881,2.3676264883828257,74,6.9856,0.04444444444444444,0.057145364682308526,1.2857707053519418
2020-11-11,317.45668268014987,0.0041434332551741095,3.07046036417566,140,6.9641,0.073015873015873,0.057145364682308526,0.7826430380403124
2020-11-18,314.50000755645567,0.00617589039147701,5.261682654513189,62,6.4769,0.18,0.06666959832108764,0.3703866573393758
2020-11-19,308.6621116575007,0.002742399224206695,4.586218447578517,26,6.8285,0.1466666666666667,0.06666959832108764,0.4545654430983248
2020-11-20,306.83263513319264,0.001971936682466539,2.5052111152984504,29,7.0006,0.1466666666666667,0.1333391997380396,0.9091309073048152
2020-11-21,305.05054202739944,0.0027594662116516146,2.0146376821663514,52,5.0257,0.06666666666666668,0.18334140312265199,2.7501210468397796
2020-11-24,306.7286480917442,0.0014755683082007154,2.162303779627057,59,6.7772,0.04,0.05000220338461238,1.2500550846153091
2020-11-29,302.27364332278995,0.0014044004017852935,3.529054351796398,38,5.1175,0.05,0.06666960760868136,1.3333921521736272
2020-11-30,300.87138875967787,0.0012311474491172487,2.969578615465141,38,6.8002,0.05,0.06666960760868136,1.3333921521736272
2020-12-03,300.01922805502664,0.0010407302917699653,5.392738116443869,31,6.9767,0.05,0.05000220802840988,1.0000441605681976
2020-12-04,300.4034837130579,0.0010381858258683662,4.638336440021299,29,7.1328,0.05,0.05000220802840988,1.0000441605681976
2020-12-05,302.19655071919965,0.0010989947340069167,2.920771557186633,55,5.4858,0.05,0.05000220802840988,1.0000441605681976
2020-12-06,303.27585118479436,0.0012775022224165858,3.845608492745701,52,5.193,0.0625,0.06250276003551235,1.0000441605681976
